"match_id","start_time","win","hero_id","account_id","leaguename"
4042507938,1533404488,false,83,85375207,"Uprise Champions Cup: Special"
4042507938,1533404488,false,114,189708209,"Uprise Champions Cup: Special"
4042507938,1533404488,false,110,105939162,"Uprise Champions Cup: Special"
4042592522,1533408003,true,21,99539136,"Uprise Champions Cup: Special"
4042592522,1533408003,true,73,83867257,"Uprise Champions Cup: Special"
4042592522,1533408003,true,70,189708209,"Uprise Champions Cup: Special"
4042592522,1533408003,true,83,85375207,"Uprise Champions Cup: Special"
4042592522,1533408003,true,64,105939162,"Uprise Champions Cup: Special"
4042592522,1533408003,false,79,94049589,"Uprise Champions Cup: Special"
4042592522,1533408003,false,12,100058342,"Uprise Champions Cup: Special"
4042592522,1533408003,false,58,43619695,"Uprise Champions Cup: Special"
4042592522,1533408003,false,7,109512357,"Uprise Champions Cup: Special"
4042592522,1533408003,false,53,87586992,"Uprise Champions Cup: Special"
4042678020,1533412050,false,96,99539136,"Uprise Champions Cup: Special"
4042678020,1533412050,false,73,83867257,"Uprise Champions Cup: Special"
4042678020,1533412050,false,56,189708209,"Uprise Champions Cup: Special"
4042678020,1533412050,false,110,85375207,"Uprise Champions Cup: Special"
4042678020,1533412050,false,5,105939162,"Uprise Champions Cup: Special"
4042678020,1533412050,true,75,94049589,"Uprise Champions Cup: Special"
4042678020,1533412050,true,42,100058342,"Uprise Champions Cup: Special"
4042678020,1533412050,true,58,43619695,"Uprise Champions Cup: Special"
4042678020,1533412050,true,107,109512357,"Uprise Champions Cup: Special"
4042678020,1533412050,true,22,87586992,"Uprise Champions Cup: Special"
4044185945,1533478159,false,110,99539136,"Uprise Champions Cup: Special"
4044185945,1533478159,false,19,189708209,"Uprise Champions Cup: Special"
4044185945,1533478159,false,34,83867257,"Uprise Champions Cup: Special"
4044185945,1533478159,false,70,85375207,"Uprise Champions Cup: Special"
4044185945,1533478159,false,30,105939162,"Uprise Champions Cup: Special"
4044185945,1533478159,true,20,11550182,"Uprise Champions Cup: Special"
4044185945,1533478159,true,9,86870856,"Uprise Champions Cup: Special"
4044185945,1533478159,true,43,237238721,"Uprise Champions Cup: Special"
4044185945,1533478159,true,79,182993582,"Uprise Champions Cup: Special"
4044185945,1533478159,true,80,175463659,"Uprise Champions Cup: Special"
4044304191,1533481659,false,64,11550182,"Uprise Champions Cup: Special"
4044304191,1533481659,false,38,86870856,"Uprise Champions Cup: Special"
4044304191,1533481659,false,45,237238721,"Uprise Champions Cup: Special"
4044304191,1533481659,false,91,182993582,"Uprise Champions Cup: Special"
4044304191,1533481659,false,70,175463659,"Uprise Champions Cup: Special"
4044304191,1533481659,true,13,99539136,"Uprise Champions Cup: Special"
4044304191,1533481659,true,20,189708209,"Uprise Champions Cup: Special"
4044304191,1533481659,true,83,85375207,"Uprise Champions Cup: Special"
4044304191,1533481659,true,106,83867257,"Uprise Champions Cup: Special"
4044304191,1533481659,true,75,105939162,"Uprise Champions Cup: Special"
4044399994,1533485155,true,111,11550182,"Uprise Champions Cup: Special"
4044399994,1533485155,true,33,86870856,"Uprise Champions Cup: Special"
4044399994,1533485155,true,9,237238721,"Uprise Champions Cup: Special"
4044399994,1533485155,true,20,182993582,"Uprise Champions Cup: Special"
4044399994,1533485155,true,6,175463659,"Uprise Champions Cup: Special"
4044399994,1533485155,false,70,99539136,"Uprise Champions Cup: Special"
4044399994,1533485155,false,23,83867257,"Uprise Champions Cup: Special"
4044399994,1533485155,false,36,189708209,"Uprise Champions Cup: Special"
4044399994,1533485155,false,26,85375207,"Uprise Champions Cup: Special"
4044399994,1533485155,false,5,105939162,"Uprise Champions Cup: Special"
4044483001,1533488393,false,75,6103402,"Uprise Champions Cup: Special"
4044483001,1533488393,false,7,86040272,"Uprise Champions Cup: Special"
4044483001,1533488393,false,6,122049498,"Uprise Champions Cup: Special"
4044483001,1533488393,false,13,92477990,"Uprise Champions Cup: Special"
4044483001,1533488393,false,45,176988393,"Uprise Champions Cup: Special"
4044483001,1533488393,true,88,111030315,"Uprise Champions Cup: Special"
4044483001,1533488393,true,5,76600360,"Uprise Champions Cup: Special"
4044483001,1533488393,true,53,123787524,"Uprise Champions Cup: Special"
4044483001,1533488393,true,25,110819366,"Uprise Champions Cup: Special"
4044483001,1533488393,true,12,116881520,"Uprise Champions Cup: Special"
4044601180,1533493566,false,119,111030315,"Uprise Champions Cup: Special"
4044601180,1533493566,false,79,76600360,"Uprise Champions Cup: Special"
4044601180,1533493566,false,9,123787524,"Uprise Champions Cup: Special"
4044601180,1533493566,false,61,110819366,"Uprise Champions Cup: Special"
4044601180,1533493566,false,70,116881520,"Uprise Champions Cup: Special"
4044601180,1533493566,true,75,6103402,"Uprise Champions Cup: Special"
4044601180,1533493566,true,112,86040272,"Uprise Champions Cup: Special"
4044601180,1533493566,true,4,122049498,"Uprise Champions Cup: Special"
4044601180,1533493566,true,17,92477990,"Uprise Champions Cup: Special"
4044601180,1533493566,true,40,176988393,"Uprise Champions Cup: Special"
4044692628,1533498205,true,119,111030315,"Uprise Champions Cup: Special"
4044692628,1533498205,true,5,76600360,"Uprise Champions Cup: Special"
4044692628,1533498205,true,63,123787524,"Uprise Champions Cup: Special"
4044692628,1533498205,true,46,110819366,"Uprise Champions Cup: Special"
4044692628,1533498205,true,42,116881520,"Uprise Champions Cup: Special"
4044692628,1533498205,false,112,6103402,"Uprise Champions Cup: Special"
4044692628,1533498205,false,21,86040272,"Uprise Champions Cup: Special"
4044692628,1533498205,false,4,122049498,"Uprise Champions Cup: Special"
4044692628,1533498205,false,74,92477990,"Uprise Champions Cup: Special"
4044692628,1533498205,false,9,176988393,"Uprise Champions Cup: Special"
4045270587,1533538870,false,64,91654584,"ProDotA Cup Series"
4045270587,1533538870,false,25,94281932,"ProDotA Cup Series"
4045270587,1533538870,false,41,316861380,"ProDotA Cup Series"
4045270587,1533538870,false,119,103045129,"ProDotA Cup Series"
4045270587,1533538870,false,19,111150817,"ProDotA Cup Series"
4045270587,1533538870,true,36,179773256,"ProDotA Cup Series"
4045270587,1533538870,true,50,136829091,"ProDotA Cup Series"
4045270587,1533538870,true,88,151835528,"ProDotA Cup Series"
4045270587,1533538870,true,12,151625242,"ProDotA Cup Series"
4045270587,1533538870,true,94,199133117,"ProDotA Cup Series"
4045335348,1533542151,false,37,91654584,"ProDotA Cup Series"
4045335348,1533542151,false,106,94281932,"ProDotA Cup Series"
4045335348,1533542151,false,12,316861380,"ProDotA Cup Series"
4045335348,1533542151,false,42,103045129,"ProDotA Cup Series"
4045335348,1533542151,false,33,111150817,"ProDotA Cup Series"
4045335348,1533542151,true,58,179773256,"ProDotA Cup Series"
4045335348,1533542151,true,83,136829091,"ProDotA Cup Series"
4045335348,1533542151,true,64,151835528,"ProDotA Cup Series"
4045335348,1533542151,true,70,151625242,"ProDotA Cup Series"
4045335348,1533542151,true,19,199133117,"ProDotA Cup Series"
4045512664,1533550234,false,21,879233874,"ProDotA Cup Series"
4045512664,1533550234,false,85,213326681,"ProDotA Cup Series"
4045512664,1533550234,false,19,883272180,"ProDotA Cup Series"
4045512664,1533550234,false,22,348837974,"ProDotA Cup Series"
4045512664,1533550234,false,101,211338783,"ProDotA Cup Series"
4045512664,1533550234,true,77,196931374,"ProDotA Cup Series"
4045512664,1533550234,true,30,59273184,"ProDotA Cup Series"
4045512664,1533550234,true,43,91644707,"ProDotA Cup Series"
4045512664,1533550234,true,106,181716137,"ProDotA Cup Series"
4045512664,1533550234,true,70,121404228,"ProDotA Cup Series"
4045595033,1533553717,true,12,196931374,"ProDotA Cup Series"
4045595033,1533553717,true,23,181716137,"ProDotA Cup Series"
4045595033,1533553717,true,5,59273184,"ProDotA Cup Series"
4045595033,1533553717,true,111,121404228,"ProDotA Cup Series"
4045595033,1533553717,true,98,91644707,"ProDotA Cup Series"
4045595033,1533553717,false,42,879233874,"ProDotA Cup Series"
4045595033,1533553717,false,62,213326681,"ProDotA Cup Series"
4045595033,1533553717,false,70,883272180,"ProDotA Cup Series"
4045595033,1533553717,false,19,348837974,"ProDotA Cup Series"
4045595033,1533553717,false,119,211338783,"ProDotA Cup Series"
4045922567,1533564166,true,112,54580962,"Uprise Champions Cup: Special"
4045922567,1533564166,true,92,86738694,"Uprise Champions Cup: Special"
4045922567,1533564166,true,12,152962063,"Uprise Champions Cup: Special"
4045922567,1533564166,true,19,77490514,"Uprise Champions Cup: Special"
4045922567,1533564166,true,119,401792574,"Uprise Champions Cup: Special"
4045922567,1533564166,false,52,94049589,"Uprise Champions Cup: Special"
4045922567,1533564166,false,42,100058342,"Uprise Champions Cup: Special"
4045922567,1533564166,false,20,43619695,"Uprise Champions Cup: Special"
4045922567,1533564166,false,14,109512357,"Uprise Champions Cup: Special"
4045922567,1533564166,false,22,87586992,"Uprise Champions Cup: Special"
4046027617,1533567464,true,20,94049589,"Uprise Champions Cup: Special"
4046027617,1533567464,true,70,100058342,"Uprise Champions Cup: Special"
4046027617,1533567464,true,78,43619695,"Uprise Champions Cup: Special"
4046027617,1533567464,true,14,109512357,"Uprise Champions Cup: Special"
4046027617,1533567464,true,23,87586992,"Uprise Champions Cup: Special"
4046027617,1533567464,false,75,54580962,"Uprise Champions Cup: Special"
4046027617,1533567464,false,76,86738694,"Uprise Champions Cup: Special"
4046027617,1533567464,false,12,152962063,"Uprise Champions Cup: Special"
4046027617,1533567464,false,45,77490514,"Uprise Champions Cup: Special"
4046027617,1533567464,false,88,401792574,"Uprise Champions Cup: Special"
4046156724,1533572041,true,5,54580962,"Uprise Champions Cup: Special"
4046156724,1533572041,true,61,86738694,"Uprise Champions Cup: Special"
4046156724,1533572041,true,70,152962063,"Uprise Champions Cup: Special"
4046156724,1533572041,true,45,77490514,"Uprise Champions Cup: Special"
4046156724,1533572041,true,88,401792574,"Uprise Champions Cup: Special"
4046156724,1533572041,false,83,94049589,"Uprise Champions Cup: Special"
4046156724,1533572041,false,40,100058342,"Uprise Champions Cup: Special"
4046156724,1533572041,false,19,43619695,"Uprise Champions Cup: Special"
4046156724,1533572041,false,119,109512357,"Uprise Champions Cup: Special"
4046156724,1533572041,false,92,87586992,"Uprise Champions Cup: Special"
4046268255,1533576900,false,112,113331514,"Uprise Champions Cup: Special"
4046268255,1533576900,false,21,145065875,"Uprise Champions Cup: Special"
4046268255,1533576900,false,19,52309044,"Uprise Champions Cup: Special"
4046268255,1533576900,false,106,96183976,"Uprise Champions Cup: Special"
4046268255,1533576900,false,63,132739889,"Uprise Champions Cup: Special"
4046268255,1533576900,true,3,35504297,"Uprise Champions Cup: Special"
4046268255,1533576900,true,4,86751819,"Uprise Champions Cup: Special"
4046268255,1533576900,true,49,298683250,"Uprise Champions Cup: Special"
4046268255,1533576900,true,45,90180366,"Uprise Champions Cup: Special"
4046268255,1533576900,true,5,98167706,"Uprise Champions Cup: Special"
